測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13113010,2023/7/2,23,,0,0.017,0.017,,0.016,,,,0.024,14,,NE,1,27.7,85.4
13113010,2023/7/2,24,,0,0.015,0.015,,0.018,,,,0.027,17,,WSW,1.7,26.9,87.2
13113010,2023/7/3,1,,0,0.009,0.009,,0.023,,,,0.028,15,,WSW,0.9,27.1,88.2
13113010,2023/7/3,2,,0,0.007,0.007,,0.023,,,,0.021,11,,SW,1.1,27.3,87
13113010,2023/7/3,3,,0,0.003,0.003,,0.028,,,,0.019,11,,WSW,1.2,26.9,88.3
13113010,2023/7/3,4,,0,0.004,0.004,,0.026,,,,0.022,12,,WSW,1,27,88.9
13113010,2023/7/3,5,,0,0.004,0.004,,0.024,,,,0.017,10,,WSW,1.1,26.9,88.9
13113010,2023/7/3,6,,0,0.006,0.006,,0.023,,,,0.016,10,,N,1,26.8,88.1
13113010,2023/7/3,7,,0.001,0.006,0.007,,0.024,,,,0.015,10,,WSW,1.5,27.1,86.8
13113010,2023/7/3,8,,0.002,0.006,0.008,,0.026,,,,0.014,10,,E,0.8,28.2,80.6
13113010,2023/7/3,9,,0.002,0.008,0.01,,0.029,,,,0.016,12,,SW,1.3,29.1,72.8
13113010,2023/7/3,10,,0.003,0.013,0.016,,0.03,,,,0.019,15,,WSW,1,29.6,71.8
13113010,2023/7/3,11,,0.003,0.012,0.015,,0.037,,,,0.02,12,,SW,1.5,31,66.1
13113010,2023/7/3,12,,0.002,0.01,0.012,,0.05,,,,0.021,15,,WSW,1.8,31.3,64.5
13113010,2023/7/3,13,,0.002,0.01,0.012,,0.053,,,,0.017,15,,WSW,2,31.3,63.9
13113010,2023/7/3,14,,0.002,0.01,0.012,,0.051,,,,0.019,13,,NNW,2.2,31.5,62.5
13113010,2023/7/3,15,,0.002,0.011,0.013,,0.047,,,,0.02,13,,WSW,2.1,32,63.8
13113010,2023/7/3,16,,0.002,0.01,0.012,,0.039,,,,0.019,13,,WNW,2,30.4,66
13113010,2023/7/3,17,,0.002,0.008,0.01,,0.034,,,,0.014,10,,NE,1.8,30.3,66.6
13113010,2023/7/3,18,,0.001,0.009,0.01,,0.029,,,,0.014,11,,WSW,1.5,29.5,66.7
13113010,2023/7/3,19,,0,0.01,0.01,,0.026,,,,0.017,10,,NNE,1.5,28.8,67.4
13113010,2023/7/3,20,,0,0.012,0.012,,0.023,,,,0.019,12,,NNE,1.7,27.8,72.2
13113010,2023/7/3,21,,0,0.014,0.014,,0.018,,,,0.018,12,,W,1.6,27.3,75.1
13113010,2023/7/3,22,,0.001,0.014,0.015,,0.015,,,,0.016,11,,E,0.9,27.3,79.5
13113010,2023/7/3,23,,0,0.015,0.015,,0.013,,,,0.013,6,,WSW,2,26.8,80.2
13113010,2023/7/3,24,,0,0.01,0.01,,0.018,,,,0.013,6,,WSW,1.5,26.6,82.3
13113010,2023/7/4,1,,0,0.009,0.009,,0.018,,,,0.013,7,,WSW,1.5,26.3,83.3
13113010,2023/7/4,2,,0,0.008,0.008,,0.019,,,,0.013,6,,NW,1.3,26.4,83.7
13113010,2023/7/4,3,,0,0.007,0.007,,0.021,,,,0.013,6,,SW,1.4,26.1,83.9
13113010,2023/7/4,4,,0,0.004,0.004,,0.023,,,,0.011,6,,WSW,1.3,26.2,84.7
13113010,2023/7/4,5,,0,0.005,0.005,,0.021,,,,0.011,6,,W,0.9,26,85.4
13113010,2023/7/4,6,,0,0.006,0.006,,0.021,,,,0.01,7,,WSW,1,26.1,85
13113010,2023/7/4,7,,0.001,0.006,0.007,,0.022,,,,0.013,6,,SW,1.6,26.3,83.5
13113010,2023/7/4,8,,0.001,0.007,0.008,,0.022,,,,0.013,9,,WSW,1.8,27,80.3
13113010,2023/7/4,9,,0.003,0.01,0.013,,0.023,,,,0.016,10,,W,1.1,28,75.6
13113010,2023/7/4,10,,0.004,0.012,0.016,,0.026,,,,0.018,12,,WSW,1.4,29,71.6
13113010,2023/7/4,11,,0.004,0.012,0.016,,0.036,,,,0.018,16,,W,1.2,30.4,66.1
13113010,2023/7/4,12,,-,-,-,,-,,,,-,-,,SW,1.5,30.9,64.8
13113010,2023/7/4,13,,-,-,-,,-,,,,-,-,,SW,1.8,32,62
13113010,2023/7/4,14,,0.001,0.01,0.011,,0.051,,,,0.02,17,,WSW,1.8,32.1,59.5
13113010,2023/7/4,15,,0.001,0.008,0.009,,0.048,,,,0.023,17,,WSW,2.2,31.8,58.8
13113010,2023/7/4,16,,0.002,0.009,0.011,,0.045,,,,0.017,15,,W,2.1,31.6,61.3
13113010,2023/7/4,17,,0.001,0.01,0.011,,0.036,,,,0.024,14,,WSW,1.7,30.5,64.4
13113010,2023/7/4,18,,0,0.006,0.006,,0.032,,,,0.017,14,,N,1.4,29.9,66.6
13113010,2023/7/4,19,,0,0.01,0.01,,0.025,,,,0.021,16,,WSW,2.3,29.1,72.3
13113010,2023/7/4,20,,0,0.008,0.008,,0.024,,,,0.026,18,,WSW,1.5,27,82
13113010,2023/7/4,21,,0,0.005,0.005,,0.026,,,,0.025,14,,WSW,1.1,27.1,88.8
13113010,2023/7/4,22,,0,0.011,0.011,,0.018,,,,0.023,13,,WSW,1.9,27.4,85.5
13113010,2023/7/4,23,,0,0.014,0.014,,0.013,,,,0.022,11,,WNW,0.9,26.8,88.2
13113010,2023/7/4,24,,0,0.006,0.006,,0.024,,,,0.014,10,,SW,1.1,26.7,88.8
13113010,2023/7/5,1,,-,-,-,,-,,,,0.012,9,,W,0.9,26.9,86.4
13113010,2023/7/5,2,,0,0.008,0.008,,0.021,,,,0.01,8,,W,0.9,26.6,87.3
13113010,2023/7/5,3,,0,0.007,0.007,,0.021,,,,0.014,8,,WSW,0.8,26.2,88.5
13113010,2023/7/5,4,,0,0.008,0.008,,0.019,,,,0.014,8,,W,0.9,26,88.7
13113010,2023/7/5,5,,0,0.007,0.007,,0.014,,,,0.011,5,,WSW,0.6,25.7,89.9
13113010,2023/7/5,6,,0.001,0.007,0.008,,0.014,,,,0.011,5,,WSW,0.7,26.2,88.1
13113010,2023/7/5,7,,0.002,0.008,0.01,,0.017,,,,0.009,6,,W,0.7,27.1,84.8
13113010,2023/7/5,8,,0.002,0.008,0.01,,0.022,,,,0.011,8,,SSW,0.7,28.3,79.7
13113010,2023/7/5,9,,0.003,0.01,0.013,,0.033,,,,0.013,8,,SSW,0.7,30.8,70.7
13113010,2023/7/5,10,,0.004,0.013,0.017,,0.049,,,,0.018,17,,WSW,1.4,30.9,64.1
13113010,2023/7/5,11,,0.005,0.021,0.026,,0.055,,,,0.019,14,,SW,0.8,31.5,63.4
13113010,2023/7/5,12,,0.003,0.019,0.022,,0.056,,,,0.02,16,,S,0.9,32.1,63.1
13113010,2023/7/5,13,,0.006,0.028,0.034,,0.06,,,,0.021,18,,SSE,0.7,32.1,62.8
13113010,2023/7/5,14,,0.002,0.019,0.021,,0.069,,,,0.027,19,,SW,0.9,31.6,64.6
13113010,2023/7/5,15,,0.001,0.024,0.025,,0.086,,,,0.028,20,,S,1.1,32.4,62.5
13113010,2023/7/5,16,,0.001,0.02,0.021,,0.104,,,,0.032,25,,ENE,1.2,32.7,61.4
13113010,2023/7/5,17,,0.001,0.022,0.023,,0.103,,,,0.03,22,,ENE,2.1,32.5,63.2
13113010,2023/7/5,18,,0.001,0.023,0.024,,0.084,,,,0.027,23,,ENE,2.3,31.7,61.7
13113010,2023/7/5,19,,0,0.021,0.021,,0.081,,,,0.04,26,,ENE,1.5,31.7,64.9
13113010,2023/7/5,20,,0,0.021,0.021,,0.074,,,,0.04,29,,WSW,1.1,31.3,66.6
13113010,2023/7/5,21,,0,0.007,0.007,,0.056,,,,0.051,25,,W,2,28.3,79.1
13113010,2023/7/5,22,,0,0.007,0.007,,0.061,,,,0.016,17,,W,1.2,27.5,87.6
13113010,2023/7/5,23,,0,0.007,0.007,,0.062,,,,0.019,17,,SSE,0.4,27.9,83
13113010,2023/7/5,24,,0,0.007,0.007,,0.062,,,,0.028,19,,SW,0.4,28.4,79
13113010,2023/7/6,1,,0,0.007,0.007,,0.051,,,,0.022,18,,CALM,0.1,28.5,78.6
13113010,2023/7/6,2,,0,0.008,0.008,,0.037,,,,0.024,15,,S,0.7,27.9,83
13113010,2023/7/6,3,,0,0.008,0.008,,0.035,,,,0.016,13,,SSW,0.9,27.9,80.6
13113010,2023/7/6,4,,0,0.005,0.005,,0.043,,,,0.025,16,,SSW,1.3,27.2,86
13113010,2023/7/6,5,,0,0.005,0.005,,0.034,,,,0.032,20,,SSE,0.5,27.1,85.2
13113010,2023/7/6,6,,0,0.007,0.007,,0.028,,,,0.028,20,,SSE,0.8,27.3,84.9
13113010,2023/7/6,7,,0.001,0.006,0.007,,0.026,,,,0.029,18,,SE,0.5,27.8,83.5
13113010,2023/7/6,8,,0.001,0.006,0.007,,0.034,,,,0.03,19,,SE,0.9,29.7,76.3
13113010,2023/7/6,9,,0.002,0.009,0.011,,0.042,,,,0.033,25,,SW,1.2,30,74.2
13113010,2023/7/6,10,,0.005,0.015,0.02,,0.048,,,,0.03,25,,ESE,0.7,31.4,67.5
13113010,2023/7/6,11,,0.003,0.013,0.016,,0.059,,,,0.032,25,,W,2.3,31.9,62.8
13113010,2023/7/6,12,,0.002,0.012,0.014,,0.064,,,,0.035,27,,SSE,0.8,33.1,61.8
13113010,2023/7/6,13,,0.003,0.015,0.018,,0.066,,,,0.037,27,,ENE,0.7,33.5,61.3
13113010,2023/7/6,14,,0.001,0.009,0.01,,0.071,,,,0.039,30,,SE,1.2,33.8,58.4
13113010,2023/7/6,15,,0.001,0.008,0.009,,0.074,,,,0.049,34,,E,1.9,33,63.4
13113010,2023/7/6,16,,0,0.006,0.006,,0.072,,,,0.05,35,,ENE,3,32.3,64.6
13113010,2023/7/6,17,,0,0.006,0.006,,0.057,,,,0.054,37,,ENE,2.3,32.4,66.1
13113010,2023/7/6,18,,0,0.006,0.006,,0.05,,,,0.05,37,,ENE,2.6,31.9,66.8
13113010,2023/7/6,19,,0,0.014,0.014,,0.039,,,,0.078,45,,ENE,2.2,30.7,74.5
13113010,2023/7/6,20,,0,0.016,0.016,,0.036,,,,0.077,47,,ENE,1.3,30.7,76.2
13113010,2023/7/6,21,,0,0.016,0.016,,0.047,,,,0.067,41,,WSW,1,30.6,75.7
13113010,2023/7/6,22,,0,0.007,0.007,,0.078,,,,0.049,36,,W,0.9,30.1,75
13113010,2023/7/6,23,,0,0.007,0.007,,0.058,,,,0.056,40,,WSW,1,29.4,78
13113010,2023/7/6,24,,0,0.006,0.006,,0.047,,,,0.064,47,,WSW,1,29.2,79.1
13113010,2023/7/7,1,,0,0.006,0.006,,0.042,,,,0.07,47,,WNW,0.4,29.2,79.7
13113010,2023/7/7,2,,0,0.006,0.006,,0.037,,,,0.064,47,,NNW,0.7,28.8,82
13113010,2023/7/7,3,,0,0.006,0.006,,0.032,,,,0.068,45,,W,0.8,28.6,83.3
13113010,2023/7/7,4,,0,0.008,0.008,,0.028,,,,0.072,44,,NE,1.2,28.6,85.3
13113010,2023/7/7,5,,0.001,0.02,0.021,,0.012,,,,0.068,45,,ENE,0.8,28.5,88.2
13113010,2023/7/7,6,,0.001,0.016,0.017,,0.015,,,,0.062,43,,ENE,0.7,28.7,85.3
13113010,2023/7/7,7,,0.002,0.015,0.017,,0.019,,,,0.067,42,,SSW,0.4,29.6,80.8
13113010,2023/7/7,8,,0.004,0.019,0.023,,0.02,,,,0.067,43,,SE,0.4,30.2,78.4
13113010,2023/7/7,9,,0.006,0.026,0.032,,0.028,,,,0.055,45,,SW,1.1,31.2,71.2
13113010,2023/7/7,10,,0.009,0.034,0.043,,0.05,,,,0.059,46,,E,1.6,31.9,69.4
13113010,2023/7/7,11,,0.004,0.035,0.039,,0.076,,,,0.061,50,,W,1.5,32,66.8
13113010,2023/7/7,12,,0.006,0.051,0.057,,0.08,,,,0.053,45,,W,0.7,33.1,63.4
13113010,2023/7/7,13,,0.009,0.045,0.054,,0.061,,,,0.05,39,,WSW,0.9,31.2,66.9
13113010,2023/7/7,14,,0.01,0.042,0.052,,0.056,,,,0.027,29,,E,0.9,34.5,47.8
13113010,2023/7/7,15,,0.002,0.021,0.023,,0.083,,,,0.044,36,,E,2.1,33.8,50.2
13113010,2023/7/7,16,,0.001,0.016,0.017,,0.077,,,,0.035,31,,ENE,1.2,34.3,52.8
13113010,2023/7/7,17,,0.001,0.016,0.017,,0.056,,,,0.067,45,,WSW,2,32.1,66.3
13113010,2023/7/7,18,,0.001,0.009,0.01,,0.037,,,,0.08,51,,SW,2,31.1,72.2
13113010,2023/7/7,19,,0,0.01,0.01,,0.028,,,,0.079,52,,W,1.3,30,75.2
13113010,2023/7/7,20,,0,0.005,0.005,,0.025,,,,0.078,53,,WSW,1.5,29.7,77.3
13113010,2023/7/7,21,,0,0.005,0.005,,0.022,,,,0.064,46,,WSW,1.6,29.5,73.9
13113010,2023/7/7,22,,0,0.006,0.006,,0.024,,,,0.078,56,,WSW,1.6,29.1,77
13113010,2023/7/7,23,,0,0.007,0.007,,0.02,,,,0.081,53,,WNW,1.5,29,80
13113010,2023/7/7,24,,0,0.008,0.008,,0.019,,,,0.064,48,,WSW,1.7,28.6,80.6
13113010,2023/7/8,1,,0,0.009,0.009,,0.016,,,,0.076,50,,NW,1.4,28.5,83.8
13113010,2023/7/8,2,,0,0.007,0.007,,0.019,,,,0.071,49,,WSW,1.7,28.2,82.7
13113010,2023/7/8,3,,0,0.005,0.005,,0.019,,,,0.068,48,,WSW,1.2,28.1,83.9
13113010,2023/7/8,4,,0,0.004,0.004,,0.02,,,,0.071,46,,SW,0.9,28,83.5
13113010,2023/7/8,5,,0,0.005,0.005,,0.019,,,,0.076,46,,WSW,0.7,28.1,84.6
13113010,2023/7/8,6,,0,0.004,0.004,,0.02,,,,0.075,48,,SW,0.9,28,84.7
13113010,2023/7/8,7,,0.001,0.005,0.006,,0.021,,,,0.071,45,,SW,1.3,28.8,81.4
13113010,2023/7/8,8,,0.003,0.007,0.01,,0.023,,,,0.063,43,,WSW,0.9,30.3,72.9
13113010,2023/7/8,9,,0.003,0.01,0.013,,0.027,,,,0.061,46,,SW,1.5,30.7,69.7
13113010,2023/7/8,10,,0.012,0.028,0.04,,0.025,,,,0.061,46,,ENE,1.5,32.1,65.3
13113010,2023/7/8,11,,0.007,0.023,0.03,,0.042,,,,0.044,45,,W,1.4,32.6,57.3
13113010,2023/7/8,12,,0.004,0.019,0.023,,0.056,,,,0.038,34,,SE,1.2,33.6,54.5
13113010,2023/7/8,13,,0.003,0.018,0.021,,0.067,,,,0.039,31,,E,1.9,34.2,52
13113010,2023/7/8,14,,0.002,0.012,0.014,,0.059,,,,0.037,30,,WSW,2.4,34,51.7
13113010,2023/7/8,15,,0.001,0.008,0.009,,0.055,,,,0.041,32,,NNW,1.8,33.2,59
13113010,2023/7/8,16,,0.001,0.01,0.011,,0.043,,,,0.045,32,,NE,2,32.8,61.8
13113010,2023/7/8,17,,0.002,0.01,0.012,,0.037,,,,0.042,31,,SW,3.7,32,61.1
13113010,2023/7/8,18,,0.001,0.01,0.011,,0.033,,,,0.043,31,,WNW,2.3,31.3,65.9
13113010,2023/7/8,19,,0.001,0.009,0.01,,0.028,,,,0.047,33,,WSW,2.7,30.3,70.6
13113010,2023/7/8,20,,0,0.007,0.007,,0.025,,,,0.048,35,,W,1.7,30.2,71.9
13113010,2023/7/8,21,,0,0.007,0.007,,0.025,,,,0.054,39,,W,2,29.4,76.2
13113010,2023/7/8,22,,0,0.006,0.006,,0.025,,,,0.054,40,,WSW,2.6,29,79.1
13113010,2023/7/8,23,,0,0.005,0.005,,0.026,,,,0.054,39,,W,1.9,28.9,79.3
13113010,2023/7/8,24,,0,0.005,0.005,,0.022,,,,0.067,45,,WSW,1.2,28.9,80.3
13113010,2023/7/9,1,,0,0.005,0.005,,0.016,,,,0.086,60,,W,1.6,28.6,83.1
13113010,2023/7/9,2,,0,0.003,0.003,,0.014,,,,0.089,60,,WNW,1.4,28.3,83.8
13113010,2023/7/9,3,,0,0.002,0.002,,0.014,,,,0.078,53,,WSW,1.5,28.3,84.7
13113010,2023/7/9,4,,0,0.002,0.002,,0.014,,,,0.078,47,,W,1.4,28.2,85.3
13113010,2023/7/9,5,,0,0.003,0.003,,0.012,,,,0.074,48,,WSW,1.1,28.3,85.6
13113010,2023/7/9,6,,0.001,0.003,0.004,,0.012,,,,0.065,45,,WSW,1.6,28.1,83.8
13113010,2023/7/9,7,,0.002,0.003,0.005,,0.013,,,,0.067,42,,WSW,1.7,28.6,81.1
13113010,2023/7/9,8,,0.002,0.004,0.006,,0.015,,,,0.075,46,,WSW,1.4,29.7,74.3
13113010,2023/7/9,9,,0.003,0.005,0.008,,0.018,,,,0.068,50,,WSW,1.7,30.7,67.1
13113010,2023/7/9,10,,-,-,-,,-,,,,0.072,56,,WSW,1.6,31.3,63.3
13113010,2023/7/9,11,,0.002,0.006,0.008,,0.023,,,,0.069,45,,WSW,1.7,31.7,64.4
13113010,2023/7/9,12,,0.004,0.009,0.013,,0.026,,,,0.056,39,,WSW,2.3,32.9,61.8
13113010,2023/7/9,13,,0.003,0.008,0.011,,0.028,,,,0.055,40,,ENE,2.1,33.1,58.4
13113010,2023/7/9,14,,0.003,0.007,0.01,,0.027,,,,0.049,42,,WSW,2.5,32.9,55.1
13113010,2023/7/9,15,,0.003,0.007,0.01,,0.023,,,,0.054,40,,WNW,2.8,32.8,56.3
13113010,2023/7/9,16,,0.004,0.008,0.012,,0.021,,,,0.046,31,,WSW,2.9,32.3,61.2
13113010,2023/7/9,17,,0.003,0.007,0.01,,0.019,,,,0.03,20,,WSW,1.8,31.7,64
13113010,2023/7/9,18,,0.002,0.007,0.009,,0.017,,,,0.025,16,,WSW,2.3,30.9,67.4
13113010,2023/7/9,19,,0.002,0.01,0.012,,0.01,,,,0.015,12,,WSW,2.5,29.9,67.1
13113010,2023/7/9,20,,0.001,0.008,0.009,,0.011,,,,0.022,14,,NW,2,29.5,73
13113010,2023/7/9,21,,0.002,0.009,0.011,,0.007,,,,0.029,11,,W,2,28.9,79.3
13113010,2023/7/9,22,,0.001,0.008,0.009,,0.005,,,,0.013,8,,WSW,1.9,28.6,80.1
13113010,2023/7/9,23,,0.001,0.006,0.007,,0.007,,,,0.01,6,,WNW,1.4,28.7,78.7
13113010,2023/7/9,24,,0.001,0.006,0.007,,0.007,,,,0.013,5,,W,1.7,28.5,79.5
13113010,2023/7/10,1,,0,0.005,0.005,,0.009,,,,0.012,6,,WSW,1.8,28.1,80.1
13113010,2023/7/10,2,,0,0.004,0.004,,0.009,,,,0.013,5,,WSW,1.4,28.2,80.6
13113010,2023/7/10,3,,0,0.004,0.004,,0.009,,,,0.011,6,,WNW,1.6,27.8,82.2
13113010,2023/7/10,4,,0,0.002,0.002,,0.01,,,,0.005,4,,SW,1.2,27.8,82.3
13113010,2023/7/10,5,,0,0.002,0.002,,0.01,,,,0.013,6,,WSW,1.3,27.6,83.6
13113010,2023/7/10,6,,0.001,0.002,0.003,,0.01,,,,0.01,5,,WSW,1,27.7,82
13113010,2023/7/10,7,,0.002,0.003,0.005,,0.01,,,,0.003,4,,SW,1.3,28.7,73.1
13113010,2023/7/10,8,,0.003,0.003,0.006,,0.012,,,,0.011,8,,SE,0.8,30.6,69.3
13113010,2023/7/10,9,,0.005,0.007,0.012,,0.018,,,,0.015,18,,SW,1.2,32.1,62.7
13113010,2023/7/10,10,,0.003,0.007,0.01,,0.027,,,,0.019,20,,ESE,1,32.3,54.2
13113010,2023/7/10,11,,0.003,0.006,0.009,,0.031,,,,0.019,12,,NNE,1.2,33.9,57.1
13113010,2023/7/10,12,,0.004,0.009,0.013,,0.031,,,,0.011,8,,W,1.6,34.2,57.4
13113010,2023/7/10,13,,0.003,0.01,0.013,,0.035,,,,0.005,6,,SSW,1.5,34.6,52
13113010,2023/7/10,14,,0.003,0.011,0.014,,0.035,,,,0.013,7,,SW,2.1,34.4,56.3
13113010,2023/7/10,15,,0.002,0.008,0.01,,0.03,,,,0.007,4,,NNE,1.4,33.6,55.3
13113010,2023/7/10,16,,0.004,0.01,0.014,,0.016,,,,0.016,7,,ENE,2.5,31.2,64.2
13113010,2023/7/10,17,,0.004,0.012,0.016,,0.012,,,,0.025,4,,E,2.3,29.9,74.3
13113010,2023/7/10,18,,0.004,0.014,0.018,,0.012,,,,0.031,11,,S,2.2,26.9,83.6
13113010,2023/7/10,19,,0.006,0.015,0.021,,0.02,,,,0.004,10,,W,1.7,23.6,96.7
13113010,2023/7/10,20,,0.001,0.01,0.011,,0.021,,,,0.014,5,,SSW,0.3,24.8,98.1
13113010,2023/7/10,21,,0,0.009,0.009,,0.02,,,,0.012,5,,SSE,1.4,24.6,96
13113010,2023/7/10,22,,0,0.006,0.006,,0.024,,,,0.002,1,,S,2.3,23.7,94
13113010,2023/7/10,23,,0,0.004,0.004,,0.024,,,,0.006,3,,SSE,0.9,23.7,92.9
13113010,2023/7/10,24,,0,0.004,0.004,,0.024,,,,0.003,3,,S,1.7,23.7,88.7
13113010,2023/7/11,1,,-,-,-,,-,,,,0.007,4,,SSE,1.8,23.4,87.8
13113010,2023/7/11,2,,0,0.003,0.003,,0.025,,,,0.008,3,,S,1.8,23.2,88.7
13113010,2023/7/11,3,,0,0.003,0.003,,0.024,,,,0.005,4,,SE,1.3,23.4,87.4
13113010,2023/7/11,4,,0,0.002,0.002,,0.024,,,,0.004,3,,S,1.2,23.4,85.6
13113010,2023/7/11,5,,0,0.003,0.003,,0.022,,,,0.01,5,,SE,1.5,23.2,86.1
13113010,2023/7/11,6,,0,0.003,0.003,,0.022,,,,0.008,5,,SSE,1.1,23.2,85.9
13113010,2023/7/11,7,,0,0.004,0.004,,0.021,,,,0.008,5,,SSE,1.9,23.1,85.8
13113010,2023/7/11,8,,0.001,0.005,0.006,,0.02,,,,0.008,3,,S,2.3,24,81.2
13113010,2023/7/11,9,,0.007,0.013,0.02,,0.015,,,,0.009,4,,SSE,1.3,24.3,81.3
13113010,2023/7/11,10,,0.017,0.02,0.037,,0.01,,,,0.011,7,,S,1.8,24.7,78
13113010,2023/7/11,11,,0.008,0.014,0.022,,0.017,,,,0.01,4,,S,1.8,24.7,76.4
13113010,2023/7/11,12,,0.01,0.017,0.027,,0.019,,,,0.007,6,,SE,1.7,25.4,74.9
13113010,2023/7/11,13,,0.01,0.017,0.027,,0.019,,,,0.012,7,,S,1.8,25,76.3
13113010,2023/7/11,14,,0.011,0.018,0.029,,0.018,,,,0.011,7,,S,1.8,24.2,80.5
13113010,2023/7/11,15,,0.009,0.015,0.024,,0.018,,,,0.009,6,,S,2.8,24.3,77
13113010,2023/7/11,16,,0.012,0.019,0.031,,0.017,,,,0.012,6,,S,1.5,24.8,74.8
13113010,2023/7/11,17,,0.01,0.019,0.029,,0.015,,,,0.012,7,,SSW,2.5,24.3,75.8
13113010,2023/7/11,18,,0.006,0.015,0.021,,0.017,,,,0.009,7,,SE,1.7,24.1,75.8
13113010,2023/7/11,19,,0.009,0.016,0.025,,0.016,,,,0.011,6,,SE,1.3,23.7,77.9
13113010,2023/7/11,20,,0,0.005,0.005,,0.021,,,,0.013,9,,SSW,3,22.8,78.2
13113010,2023/7/11,21,,0,0.003,0.003,,0.022,,,,0.011,7,,SSE,1.5,22.7,76.5
13113010,2023/7/11,22,,0,0.003,0.003,,0.022,,,,0.012,7,,SSE,1.5,22.7,77.4
13113010,2023/7/11,23,,0,0.003,0.003,,0.022,,,,0.008,7,,S,1.8,22.4,77.8
13113010,2023/7/11,24,,0.001,0.004,0.005,,0.021,,,,0.012,7,,S,2.1,22.3,75.5
13113010,2023/7/12,1,,0,0.004,0.004,,0.021,,,,0.011,7,,S,1.9,22.1,75.6
13113010,2023/7/12,2,,0,0.004,0.004,,0.021,,,,0.011,7,,S,2,22,74.4
13113010,2023/7/12,3,,0,0.004,0.004,,0.02,,,,0.004,8,,S,1.2,22.2,74.4
13113010,2023/7/12,4,,0,0.004,0.004,,0.02,,,,0.007,9,,SSE,1.5,21.8,75.1
13113010,2023/7/12,5,,0,0.004,0.004,,0.02,,,,0.008,8,,S,1.4,21.6,77.3
13113010,2023/7/12,6,,0,0.004,0.004,,0.021,,,,0.011,7,,S,1.8,21.7,74.2
13113010,2023/7/12,7,,0.001,0.005,0.006,,0.02,,,,0.012,9,,S,1,22.1,75.3
13113010,2023/7/12,8,,0.001,0.006,0.007,,0.019,,,,0.012,7,,S,1.2,23.1,75.2
13113010,2023/7/12,9,,0.003,0.008,0.011,,0.021,,,,0.013,9,,S,1.3,23.6,72.4
13113010,2023/7/12,10,,0.007,0.014,0.021,,0.02,,,,0.011,11,,SSW,0.8,24.2,72.3
13113010,2023/7/12,11,,0.009,0.017,0.026,,0.018,,,,0.016,12,,S,1,24.3,73.1
13113010,2023/7/12,12,,0.012,0.019,0.031,,0.017,,,,0.019,12,,S,1.2,24.9,71.7
13113010,2023/7/12,13,,0.009,0.02,0.029,,0.021,,,,0.015,12,,SE,0.8,26,69.3
13113010,2023/7/12,14,,0.007,0.017,0.024,,0.026,,,,0.016,13,,S,0.9,26.1,67
13113010,2023/7/12,15,,0.01,0.024,0.034,,0.024,,,,0.018,11,,S,1.2,26.8,64.9
13113010,2023/7/12,16,,0.008,0.024,0.032,,0.023,,,,0.016,14,,SSE,0.9,26.7,65.1
13113010,2023/7/12,17,,0.009,0.03,0.039,,0.018,,,,0.015,11,,S,1.1,26.6,66.9
13113010,2023/7/12,18,,0.01,0.027,0.037,,0.018,,,,0.014,10,,SSE,1.4,25.9,68.2
13113010,2023/7/12,19,,0.004,0.013,0.017,,0.023,,,,0.01,9,,SE,1.7,25.3,70.4
13113010,2023/7/12,20,,0.002,0.009,0.011,,0.025,,,,0.012,8,,SSE,1.2,24.8,70.7
13113010,2023/7/12,21,,0,0.01,0.01,,0.022,,,,0.011,9,,E,1.3,24.6,71.4
13113010,2023/7/12,22,,0,0.012,0.012,,0.02,,,,0.016,10,,ENE,1,24.4,72.4
13113010,2023/7/12,23,,0,0.011,0.011,,0.019,,,,0.014,9,,S,0.6,24.1,73.6
13113010,2023/7/12,24,,0,0.01,0.01,,0.017,,,,0.01,8,,SSW,0.7,23.9,73.7
13113010,2023/7/13,1,,0,0.012,0.012,,0.015,,,,0.014,9,,ENE,1.1,24,71.3
13113010,2023/7/13,2,,0,0.01,0.01,,0.018,,,,0.013,9,,E,0.6,24,72.7
13113010,2023/7/13,3,,0,0.009,0.009,,0.017,,,,0.011,8,,ENE,1.1,23.8,74.3
13113010,2023/7/13,4,,0,0.011,0.011,,0.015,,,,0.01,8,,S,1,23.6,77.7
13113010,2023/7/13,5,,0,0.006,0.006,,0.018,,,,0.012,8,,S,0.7,23.4,78.7
13113010,2023/7/13,6,,0,0.006,0.006,,0.018,,,,0.012,7,,S,0.3,23.6,78
13113010,2023/7/13,7,,0.001,0.007,0.008,,0.018,,,,0.014,6,,WSW,0.9,24.3,76.5
13113010,2023/7/13,8,,0.002,0.007,0.009,,0.02,,,,0.011,9,,SE,0.4,25.6,72.1
13113010,2023/7/13,9,,0.003,0.009,0.012,,0.024,,,,0.015,12,,WSW,1.1,26.2,69.6
13113010,2023/7/13,10,,0.005,0.013,0.018,,0.028,,,,0.013,11,,SSW,0.4,28.3,67
13113010,2023/7/13,11,,0.006,0.017,0.023,,0.031,,,,0.019,14,,SW,1,28.9,67
13113010,2023/7/13,12,,0.003,0.015,0.018,,0.045,,,,0.019,16,,SE,1.4,29.9,65.4
