測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13113010,2023/2/25,17,,0.001,0.007,0.008,,0.053,,,,0.007,6,,W,1.8,11,50.5
13113010,2023/2/25,18,,0.001,0.014,0.015,,0.046,,,,0.011,9,,NW,2,10.4,55.8
13113010,2023/2/25,19,,0,0.017,0.017,,0.043,,,,0.011,10,,N,1.3,10.3,57.9
13113010,2023/2/25,20,,0,0.011,0.011,,0.046,,,,0.008,5,,WSW,1.9,9.9,43.6
13113010,2023/2/25,21,,0,0.009,0.009,,0.047,,,,0.006,6,,W,1.7,9,48.8
13113010,2023/2/25,22,,0,0.01,0.01,,0.046,,,,0.007,6,,WSW,1.7,8.7,49.9
13113010,2023/2/25,23,,0,0.009,0.009,,0.047,,,,0.008,6,,W,1.8,8.8,47.6
13113010,2023/2/25,24,,0,0.009,0.009,,0.046,,,,0.009,7,,W,1.8,8.8,46
13113010,2023/2/26,1,,0,0.009,0.009,,0.044,,,,0.012,9,,W,1.9,8.5,45.9
13113010,2023/2/26,2,,0,0.008,0.008,,0.044,,,,0.009,8,,W,1.1,8.3,41.6
13113010,2023/2/26,3,,0,0.008,0.008,,0.042,,,,0.01,8,,W,0.9,8.1,40.2
13113010,2023/2/26,4,,0,0.011,0.011,,0.039,,,,0.011,8,,WSW,0.8,8.2,38
13113010,2023/2/26,5,,0,0.01,0.01,,0.04,,,,0.01,10,,W,1,7.6,37.4
13113010,2023/2/26,6,,0,0.012,0.012,,0.036,,,,0.011,8,,WSW,0.9,7.4,38.4
13113010,2023/2/26,7,,0.004,0.033,0.037,,0.011,,,,0.01,10,,SSW,0.4,6,51.7
13113010,2023/2/26,8,,0.023,0.04,0.063,,0.007,,,,0.017,14,,SW,0.6,7.6,48.6
13113010,2023/2/26,9,,0.022,0.034,0.056,,0.017,,,,0.016,15,,SSW,1,9.3,40.3
13113010,2023/2/26,10,,-,-,-,,-,,,,-,9,,WSW,0.9,12.3,30.4
13113010,2023/2/26,11,,0.006,0.015,0.021,,0.035,,,,0.008,7,,SW,1.2,14.5,21.8
13113010,2023/2/26,12,,0.006,0.014,0.02,,0.042,,,,0.008,6,,SW,1.2,15.2,20.2
13113010,2023/2/26,13,,0.009,0.021,0.03,,0.04,,,,0.012,11,,SSE,1.7,15.6,22.2
13113010,2023/2/26,14,,0.009,0.027,0.036,,0.04,,,,0.011,10,,S,1.2,16.2,19.5
13113010,2023/2/26,15,,0.008,0.023,0.031,,0.044,,,,0.009,10,,WSW,0.9,16,18.6
13113010,2023/2/26,16,,0.004,0.02,0.024,,0.044,,,,0.01,6,,SSE,0.8,15.6,25.8
13113010,2023/2/26,17,,0.006,0.023,0.029,,0.04,,,,0.007,6,,SSE,1.4,14.3,23.5
13113010,2023/2/26,18,,0.005,0.023,0.028,,0.039,,,,0.007,6,,SSE,0.9,12.8,27.2
13113010,2023/2/26,19,,0.006,0.023,0.029,,0.039,,,,0.012,5,,SSW,1.1,11.8,29.6
13113010,2023/2/26,20,,0.002,0.017,0.019,,0.042,,,,0.011,7,,SSW,1,10.9,31.3
13113010,2023/2/26,21,,0,0.009,0.009,,0.046,,,,0.008,9,,SSE,0.9,10,33.8
13113010,2023/2/26,22,,0,0.009,0.009,,0.045,,,,0.011,9,,W,1.6,9.4,35.6
13113010,2023/2/26,23,,0,0.012,0.012,,0.042,,,,0.009,11,,SW,1.4,8.7,36.7
13113010,2023/2/26,24,,0,0.008,0.008,,0.044,,,,0.01,10,,WSW,1.2,8.6,36.2
13113010,2023/2/27,1,,0,0.007,0.007,,0.045,,,,0.014,10,,WSW,1.1,8.4,35.3
13113010,2023/2/27,2,,0,0.006,0.006,,0.045,,,,0.011,9,,W,2,8,35.3
13113010,2023/2/27,3,,0,0.006,0.006,,0.045,,,,0.011,8,,W,1.7,7.7,34.7
13113010,2023/2/27,4,,0,0.006,0.006,,0.043,,,,0.011,9,,W,1.8,7.3,34.3
13113010,2023/2/27,5,,0,0.008,0.008,,0.04,,,,0.01,8,,W,1.4,7.3,35.2
13113010,2023/2/27,6,,0,0.009,0.009,,0.038,,,,0.01,7,,S,0.7,7,34.8
13113010,2023/2/27,7,,0.001,0.015,0.016,,0.033,,,,0.009,6,,S,0.6,6.9,34.7
13113010,2023/2/27,8,,0.002,0.019,0.021,,0.032,,,,0.011,9,,SW,1,8.7,33.5
13113010,2023/2/27,9,,0.006,0.022,0.028,,0.033,,,,0.014,9,,SW,1.2,11,28.7
13113010,2023/2/27,10,,0.012,0.028,0.04,,0.032,,,,0.014,13,,WSW,2.3,11.8,22
13113010,2023/2/27,11,,0.011,0.026,0.037,,0.039,,,,0.011,9,,WSW,1.2,13.5,26.1
13113010,2023/2/27,12,,0.004,0.013,0.017,,0.049,,,,0.011,9,,ESE,0.8,14.4,22.9
13113010,2023/2/27,13,,0.007,0.018,0.025,,0.049,,,,0.011,12,,SSW,1.4,15.7,23.4
13113010,2023/2/27,14,,0.006,0.021,0.027,,0.047,,,,0.019,17,,E,1.6,14.3,33.5
13113010,2023/2/27,15,,0.004,0.021,0.025,,0.051,,,,0.015,15,,E,1.9,14.1,28.1
13113010,2023/2/27,16,,0.003,0.019,0.022,,0.05,,,,0.012,10,,NNE,1.3,14.3,27.3
13113010,2023/2/27,17,,0.001,0.02,0.021,,0.048,,,,0.02,15,,W,1.1,13.6,38.1
13113010,2023/2/27,18,,0.001,0.019,0.02,,0.05,,,,0.017,13,,WSW,1.5,12.8,43.4
13113010,2023/2/27,19,,0,0.01,0.01,,0.059,,,,0.014,10,,NNW,1.4,12.4,49.8
13113010,2023/2/27,20,,0,0.011,0.011,,0.055,,,,0.015,13,,WSW,1.8,12.1,50.5
13113010,2023/2/27,21,,0,0.017,0.017,,0.048,,,,0.023,18,,W,0.8,12.2,51.9
13113010,2023/2/27,22,,0,0.021,0.021,,0.042,,,,0.014,15,,WSW,1.3,11.7,55.2
13113010,2023/2/27,23,,0,0.016,0.016,,0.047,,,,0.014,14,,W,0.7,11.4,56.8
13113010,2023/2/27,24,,0,0.014,0.014,,0.047,,,,0.015,11,,SW,0.8,11.4,58.1
13113010,2023/2/28,1,,0,0.026,0.026,,0.032,,,,0.013,14,,WSW,0.7,10.2,60.5
13113010,2023/2/28,2,,0,0.032,0.032,,0.025,,,,0.015,13,,W,1.1,9.4,49.7
13113010,2023/2/28,3,,0,0.017,0.017,,0.033,,,,0.018,13,,WSW,0.7,8.3,46.2
13113010,2023/2/28,4,,0,0.016,0.016,,0.03,,,,0.019,17,,S,0.6,7.7,50.9
13113010,2023/2/28,5,,0,0.019,0.019,,0.024,,,,0.02,18,,SSE,0.9,7.3,55.1
13113010,2023/2/28,6,,0,0.018,0.018,,0.027,,,,0.02,18,,S,0.8,6.8,54
13113010,2023/2/28,7,,0.001,0.021,0.022,,0.027,,,,0.015,14,,S,1,7.1,53
13113010,2023/2/28,8,,0.003,0.025,0.028,,0.025,,,,0.018,14,,SSW,1.2,7.7,50.3
13113010,2023/2/28,9,,0.006,0.027,0.033,,0.026,,,,0.018,16,,S,1.1,8.6,47.6
13113010,2023/2/28,10,,0.009,0.03,0.039,,0.03,,,,0.018,16,,S,0.4,10.4,47
13113010,2023/2/28,11,,0.012,0.03,0.042,,0.033,,,,0.021,18,,S,0.8,12.3,43.5
13113010,2023/2/28,12,,0.013,0.035,0.048,,0.035,,,,0.022,23,,WSW,1.3,12.8,41.8
13113010,2023/2/28,13,,0.006,0.024,0.03,,0.048,,,,0.019,20,,WSW,1.1,14.2,36.5
13113010,2023/2/28,14,,0.013,0.041,0.054,,0.037,,,,0.033,28,,ESE,1,15.1,40.7
13113010,2023/2/28,15,,0.01,0.047,0.057,,0.041,,,,0.032,32,,S,0.7,15.3,40.3
13113010,2023/2/28,16,,0.006,0.046,0.052,,0.043,,,,0.029,30,,ESE,0.7,15.4,39.6
13113010,2023/2/28,17,,0.003,0.045,0.048,,0.041,,,,0.027,30,,SSE,0.4,15.8,39
13113010,2023/2/28,18,,0.003,0.057,0.06,,0.029,,,,0.029,31,,SSE,0.9,15.1,41.9
13113010,2023/2/28,19,,0.008,0.071,0.079,,0.021,,,,0.034,32,,S,0.9,15.1,40.9
13113010,2023/2/28,20,,0.006,0.059,0.065,,0.023,,,,0.041,36,,S,1.1,14.8,41.3
13113010,2023/2/28,21,,0,0.043,0.043,,0.032,,,,0.032,35,,S,1.4,14.4,42.7
13113010,2023/2/28,22,,0,0.038,0.038,,0.036,,,,0.031,31,,SSE,1.2,13.6,44.7
13113010,2023/2/28,23,,0.001,0.042,0.043,,0.027,,,,0.032,29,,SSW,0.9,12.6,52.2
13113010,2023/2/28,24,,0,0.034,0.034,,0.032,,,,0.024,23,,SW,0.7,12.2,62.1
13113010,2023/3/1,1,,-,-,-,,-,,,,0.019,23,,SSW,0.3,11.3,68.1
13113010,2023/3/1,2,,0.001,0.032,0.033,,0.024,,,,0.022,26,,W,1,10.9,70.9
13113010,2023/3/1,3,,0.001,0.027,0.028,,0.027,,,,0.023,17,,SSW,0.3,10.6,52.2
13113010,2023/3/1,4,,0,0.023,0.023,,0.027,,,,0.023,19,,W,0.5,10,52.2
13113010,2023/3/1,5,,0,0.022,0.022,,0.026,,,,0.023,22,,SW,0.4,9.8,52.3
13113010,2023/3/1,6,,0,0.024,0.024,,0.024,,,,0.027,23,,SSW,0.5,9.7,52.9
13113010,2023/3/1,7,,0.001,0.03,0.031,,0.019,,,,0.026,23,,CALM,0.2,9.3,54
13113010,2023/3/1,8,,0.007,0.035,0.042,,0.017,,,,0.027,21,,W,1,10.8,49.5
13113010,2023/3/1,9,,0.013,0.035,0.048,,0.022,,,,0.028,24,,SW,0.4,14.2,44.3
13113010,2023/3/1,10,,0.013,0.036,0.049,,0.03,,,,0.026,27,,E,1.2,14.7,40.4
13113010,2023/3/1,11,,0.02,0.043,0.063,,0.027,,,,0.029,27,,ESE,1.3,15.8,37.5
13113010,2023/3/1,12,,0.007,0.025,0.032,,0.046,,,,0.017,17,,SW,1,16.2,38.5
13113010,2023/3/1,13,,0.003,0.021,0.024,,0.063,,,,0.019,21,,ESE,1.2,17.7,38.1
13113010,2023/3/1,14,,0.003,0.02,0.023,,0.066,,,,0.021,22,,W,1.4,18.3,33.4
13113010,2023/3/1,15,,0.001,0.014,0.015,,0.07,,,,0.022,21,,WSW,2.3,18.4,36.6
13113010,2023/3/1,16,,0.001,0.013,0.014,,0.065,,,,0.018,13,,W,2,18,43.2
13113010,2023/3/1,17,,0.001,0.01,0.011,,0.065,,,,0.015,13,,WSW,2.5,16.8,46
13113010,2023/3/1,18,,0,0.009,0.009,,0.065,,,,0.019,17,,W,2.3,15.6,67.6
13113010,2023/3/1,19,,0,0.011,0.011,,0.063,,,,0.023,19,,WSW,2.4,15.2,73.5
13113010,2023/3/1,20,,0,0.01,0.01,,0.069,,,,0.025,24,,W,2,14.9,75.3
13113010,2023/3/1,21,,0,0.015,0.015,,0.076,,,,0.033,35,,WSW,1.4,14.6,71.7
13113010,2023/3/1,22,,0,0.015,0.015,,0.072,,,,0.025,24,,WSW,1.4,14.5,61.2
13113010,2023/3/1,23,,0,0.011,0.011,,0.063,,,,0.018,15,,WSW,0.8,14,62.1
13113010,2023/3/1,24,,0,0.012,0.012,,0.056,,,,0.016,13,,W,1.2,13.3,64
13113010,2023/3/2,1,,0,0.016,0.016,,0.049,,,,0.026,25,,W,1.3,12.2,72.9
13113010,2023/3/2,2,,0,0.015,0.015,,0.04,,,,0.026,31,,W,1.7,11.6,75.8
13113010,2023/3/2,3,,0,0.014,0.014,,0.038,,,,0.027,24,,W,1.9,11.5,70.3
13113010,2023/3/2,4,,0,0.012,0.012,,0.038,,,,0.022,22,,W,1.9,11,67
13113010,2023/3/2,5,,0,0.012,0.012,,0.038,,,,0.02,18,,W,2.1,10.6,60.3
13113010,2023/3/2,6,,0,0.011,0.011,,0.042,,,,0.02,16,,SSW,0.3,10.9,56.8
13113010,2023/3/2,7,,0,0.013,0.013,,0.04,,,,0.022,17,,SE,0.3,11,55.6
13113010,2023/3/2,8,,0.001,0.016,0.017,,0.036,,,,0.022,16,,WSW,0.7,12,52.3
13113010,2023/3/2,9,,0.001,0.02,0.021,,0.035,,,,0.023,20,,SSE,0.5,13.1,49.5
13113010,2023/3/2,10,,0.004,0.023,0.027,,0.04,,,,0.018,14,,SE,0.6,15.5,39.1
13113010,2023/3/2,11,,0.004,0.019,0.023,,0.048,,,,0.022,19,,WSW,1.1,16.1,39.1
13113010,2023/3/2,12,,0.003,0.017,0.02,,0.055,,,,0.019,17,,SSW,0.7,17.9,34.8
13113010,2023/3/2,13,,0.004,0.025,0.029,,0.05,,,,0.025,25,,SSE,0.9,18.9,36.2
13113010,2023/3/2,14,,0.008,0.034,0.042,,0.043,,,,0.028,24,,ESE,1.3,19.5,31.8
13113010,2023/3/2,15,,0.003,0.02,0.023,,0.059,,,,0.022,18,,S,0.8,19.4,28.5
13113010,2023/3/2,16,,0.002,0.02,0.022,,0.063,,,,0.019,17,,ENE,1.3,19.3,33
13113010,2023/3/2,17,,0.002,0.03,0.032,,0.058,,,,0.025,18,,SSE,0.3,19.4,35.6
13113010,2023/3/2,18,,0.001,0.043,0.044,,0.044,,,,0.022,21,,ENE,1.4,18.6,45.8
13113010,2023/3/2,19,,0.001,0.042,0.043,,0.038,,,,0.03,24,,SE,0.3,18.3,50
13113010,2023/3/2,20,,0.001,0.036,0.037,,0.041,,,,0.03,26,,E,0.9,17.7,55.1
13113010,2023/3/2,21,,0.001,0.023,0.024,,0.053,,,,0.031,28,,SSE,0.7,16.4,65.9
13113010,2023/3/2,22,,0,0.016,0.016,,0.062,,,,0.031,27,,S,1.4,15.5,69.2
13113010,2023/3/2,23,,0,0.014,0.014,,0.061,,,,0.025,27,,SSE,0.9,15.1,73.3
13113010,2023/3/2,24,,0,0.01,0.01,,0.057,,,,0.023,24,,S,0.7,14.7,78.4
13113010,2023/3/3,1,,0,0.007,0.007,,0.054,,,,0.014,11,,SE,1.3,14.4,61.9
13113010,2023/3/3,2,,0,0.006,0.006,,0.056,,,,0.019,12,,SSW,1.9,14.1,59.2
13113010,2023/3/3,3,,0,0.004,0.004,,0.057,,,,0.018,15,,S,1.4,12.4,72
13113010,2023/3/3,4,,0,0.004,0.004,,0.054,,,,0.018,20,,S,1.1,10.7,89.7
13113010,2023/3/3,5,,0,0.004,0.004,,0.054,,,,0.019,15,,S,2.1,10.6,90.7
13113010,2023/3/3,6,,0,0.004,0.004,,0.057,,,,0.016,17,,SSE,1.3,10.5,91.1
13113010,2023/3/3,7,,0,0.005,0.005,,0.057,,,,0.021,16,,SSE,1.6,10,90.7
13113010,2023/3/3,8,,0,0.008,0.008,,0.052,,,,0.009,10,,SSE,1.7,9.1,89.3
13113010,2023/3/3,9,,0.001,0.011,0.012,,0.046,,,,0.008,6,,S,2.6,8,85.4
13113010,2023/3/3,10,,0.004,0.017,0.021,,0.042,,,,0.007,4,,S,2.9,6.6,87.3
13113010,2023/3/3,11,,0.005,0.017,0.022,,0.04,,,,0.005,3,,S,2.3,5.7,86.2
13113010,2023/3/3,12,,0.004,0.016,0.02,,0.039,,,,0.003,2,,S,1.5,5.4,86.3
13113010,2023/3/3,13,,0.005,0.017,0.022,,0.036,,,,0.003,2,,SSE,2.6,4.2,86.3
13113010,2023/3/3,14,,0.006,0.021,0.027,,0.031,,,,0.003,2,,SSW,2.5,3.2,88.5
13113010,2023/3/3,15,,0.007,0.024,0.031,,0.026,,,,0.003,3,,S,2,2.3,88.9
13113010,2023/3/3,16,,0.008,0.027,0.035,,0.023,,,,0.002,3,,S,1.4,2.6,89.9
13113010,2023/3/3,17,,0.006,0.028,0.034,,0.022,,,,0.004,4,,S,1.8,2.7,89.2
13113010,2023/3/3,18,,0.007,0.025,0.032,,0.026,,,,0.004,3,,S,2,3,86.6
13113010,2023/3/3,19,,0.006,0.019,0.025,,0.03,,,,0.006,4,,S,1.5,3.3,82.3
13113010,2023/3/3,20,,0.002,0.014,0.016,,0.031,,,,0.006,5,,S,1.5,3.8,75.9
13113010,2023/3/3,21,,0,0.01,0.01,,0.033,,,,0.005,4,,SSW,2,3.9,69.6
13113010,2023/3/3,22,,0,0.009,0.009,,0.033,,,,0.007,6,,SSE,1.2,4,66.7
13113010,2023/3/3,23,,0,0.008,0.008,,0.033,,,,0.007,6,,S,1.7,3.7,63.2
13113010,2023/3/3,24,,0,0.006,0.006,,0.035,,,,0.007,6,,S,1.1,3.4,62.6
13113010,2023/3/4,1,,0,0.007,0.007,,0.034,,,,0.004,7,,S,0.9,3.2,65.2
13113010,2023/3/4,2,,0,0.006,0.006,,0.034,,,,0.008,5,,S,0.8,3,61.1
13113010,2023/3/4,3,,0,0.005,0.005,,0.034,,,,0.009,6,,S,1.2,2.4,63.8
13113010,2023/3/4,4,,0,0.005,0.005,,0.035,,,,0.007,5,,S,1.4,2.1,61.9
13113010,2023/3/4,5,,0,0.008,0.008,,0.031,,,,0.007,7,,SSW,0.6,2.6,63.2
13113010,2023/3/4,6,,0,0.008,0.008,,0.032,,,,0.008,4,,S,1.4,2.9,56.7
13113010,2023/3/4,7,,0,0.01,0.01,,0.032,,,,0.005,5,,SSW,1.9,2.9,55.4
13113010,2023/3/4,8,,0.001,0.015,0.016,,0.028,,,,0.007,6,,S,1.4,3.3,56.4
13113010,2023/3/4,9,,0.003,0.018,0.021,,0.026,,,,0.007,7,,S,1.3,3.6,56.8
13113010,2023/3/4,10,,0.01,0.027,0.037,,0.023,,,,0.011,7,,S,1,4.3,56.1
13113010,2023/3/4,11,,0.01,0.025,0.035,,0.025,,,,0.011,9,,S,1.4,4.6,54.6
13113010,2023/3/4,12,,0.01,0.026,0.036,,0.025,,,,0.011,7,,SSE,1.3,4.7,55.3
13113010,2023/3/4,13,,0.007,0.023,0.03,,0.027,,,,0.011,9,,S,0.9,4.8,55.7
13113010,2023/3/4,14,,0.007,0.022,0.029,,0.027,,,,0.011,8,,S,1.3,5,59.2
13113010,2023/3/4,15,,0.009,0.026,0.035,,0.026,,,,0.011,8,,S,1.9,4.9,58.2
13113010,2023/3/4,16,,0.006,0.021,0.027,,0.028,,,,0.009,10,,S,1.8,3.9,67.5
13113010,2023/3/4,17,,0.006,0.021,0.027,,0.027,,,,0.009,11,,S,1.2,2.8,81.8
13113010,2023/3/4,18,,0.006,0.023,0.029,,0.024,,,,0.009,10,,S,0.7,1.5,87.5
13113010,2023/3/4,19,,0.006,0.025,0.031,,0.022,,,,0.008,10,,S,0.8,1.5,89.7
13113010,2023/3/4,20,,0.004,0.019,0.023,,0.026,,,,0.007,9,,S,0.6,1.3,89.5
13113010,2023/3/4,21,,0,0.011,0.011,,0.032,,,,0.008,8,,SE,0.5,0.8,89.2
13113010,2023/3/4,22,,0,0.009,0.009,,0.033,,,,0.009,7,,SSW,0.7,0.9,90
13113010,2023/3/4,23,,0,0.008,0.008,,0.034,,,,0.007,6,,S,0.7,0.9,90.5
13113010,2023/3/4,24,,0,0.006,0.006,,0.035,,,,0.008,6,,SSE,1,1.2,90.2
13113010,2023/3/5,1,,0,0.006,0.006,,0.034,,,,0.003,6,,SSE,0.8,1.5,91
13113010,2023/3/5,2,,0,0.006,0.006,,0.034,,,,0.004,5,,SSE,0.6,1.5,91.1
13113010,2023/3/5,3,,0,0.006,0.006,,0.033,,,,0.005,7,,SSE,0.9,1.7,91.5
13113010,2023/3/5,4,,0,0.006,0.006,,0.033,,,,0.005,8,,S,0.6,2,91.8
13113010,2023/3/5,5,,0,0.005,0.005,,0.035,,,,0.004,4,,SW,0.8,2.6,92.1
13113010,2023/3/5,6,,0,0.005,0.005,,0.034,,,,0.003,3,,SSE,0.6,2.8,92.1
13113010,2023/3/5,7,,0,0.01,0.01,,0.029,,,,0.002,5,,SSE,0.8,3,92.5
13113010,2023/3/5,8,,0.002,0.014,0.016,,0.026,,,,0.003,4,,SSE,0.4,3.8,92.9
13113010,2023/3/5,9,,0.004,0.018,0.022,,0.025,,,,0.001,3,,SE,0.6,4.2,92.9
13113010,2023/3/5,10,,-,-,-,,-,,,,-,-,,S,1.2,4.5,92.7
13113010,2023/3/5,11,,-,-,-,,0.017,,,,0.001,-,,ESE,0.8,5.1,93.1
13113010,2023/3/5,12,,0.009,0.024,0.033,,0.02,,,,0.004,5,,S,0.6,5.9,93.7
13113010,2023/3/5,13,,0.007,0.02,0.027,,0.024,,,,0.005,4,,ESE,0.7,6.5,93.5
13113010,2023/3/5,14,,0.007,0.021,0.028,,0.024,,,,0.004,4,,SE,0.7,7,93.1
13113010,2023/3/5,15,,0.007,0.022,0.029,,0.024,,,,0.004,4,,SE,0.8,7.6,93.8
13113010,2023/3/5,16,,0.006,0.021,0.027,,0.025,,,,0.003,4,,SSE,0.6,8.2,94
13113010,2023/3/5,17,,0.005,0.02,0.025,,0.026,,,,0.008,5,,SE,0.6,8.3,94.1
13113010,2023/3/5,18,,0.006,0.021,0.027,,0.025,,,,0.005,4,,SSW,0.8,8.5,93.6
13113010,2023/3/5,19,,0.005,0.023,0.028,,0.023,,,,0.004,3,,S,0.5,8.7,93.8
13113010,2023/3/5,20,,0.003,0.021,0.024,,0.023,,,,0.005,4,,SE,0.3,9,93.6
13113010,2023/3/5,21,,0.001,0.018,0.019,,0.021,,,,0.005,7,,SSE,0.5,8.8,92.4
13113010,2023/3/5,22,,0.001,0.023,0.024,,0.015,,,,0.011,12,,SSE,0.6,8.6,92.4
13113010,2023/3/5,23,,0.001,0.02,0.021,,0.015,,,,0.004,10,,SSE,0.6,8.6,91.1
13113010,2023/3/5,24,,0.001,0.016,0.017,,0.018,,,,0.007,7,,SSE,0.9,8.7,88.5
13113010,2023/3/6,1,,0.001,0.019,0.02,,0.016,,,,0.009,8,,SSE,0.7,9,87.2
13113010,2023/3/6,2,,0.001,0.02,0.021,,0.016,,,,0.006,7,,CALM,0.2,9.2,84.3
13113010,2023/3/6,3,,0.001,0.025,0.026,,0.008,,,,0.009,10,,W,0.3,8.7,88.5
13113010,2023/3/6,4,,0.002,0.027,0.029,,0.004,,,,0.013,10,,WSW,0.5,8.7,88.6
13113010,2023/3/6,5,,0,0.015,0.015,,0.021,,,,0.002,1,,ESE,0.6,10,63
13113010,2023/3/6,6,,0,0.006,0.006,,0.036,,,,0.002,-1,,SE,1.3,10,56.9
13113010,2023/3/6,7,,0,0.006,0.006,,0.037,,,,0.001,0,,SE,1,9.8,51.5
13113010,2023/3/6,8,,0.001,0.007,0.008,,0.038,,,,0.005,1,,SE,1.2,9.8,51.1
13113010,2023/3/6,9,,0.002,0.011,0.013,,0.035,,,,0.003,1,,SE,1.3,10,49.7
13113010,2023/3/6,10,,0.007,0.02,0.027,,0.03,,,,0.001,2,,SSW,1,10.5,46.3
13113010,2023/3/6,11,,0.006,0.02,0.026,,0.031,,,,0.003,1,,SE,1,10.7,45.9
13113010,2023/3/6,12,,0.006,0.02,0.026,,0.032,,,,0.002,3,,S,0.9,10.8,48.7
13113010,2023/3/6,13,,0.007,0.023,0.03,,0.032,,,,0.005,5,,SE,1,11.4,45.8
13113010,2023/3/6,14,,0.005,0.019,0.024,,0.036,,,,0.003,3,,ESE,0.8,12.5,40.5
13113010,2023/3/6,15,,0.006,0.018,0.024,,0.036,,,,0.003,4,,SE,1,11.6,38.2
13113010,2023/3/6,16,,0.005,0.018,0.023,,0.036,,,,0.001,0,,SW,1.4,11.3,36.2
13113010,2023/3/6,17,,0.006,0.019,0.025,,0.034,,,,0.001,1,,WSW,1.9,10.6,35.8
13113010,2023/3/6,18,,0.005,0.02,0.025,,0.034,,,,0.004,2,,SSW,1.4,9.9,36.7
13113010,2023/3/6,19,,0.004,0.016,0.02,,0.035,,,,0.004,2,,SSE,1.2,9.1,38.5
13113010,2023/3/6,20,,0.002,0.009,0.011,,0.039,,,,0.005,2,,SE,1.2,8.5,40.1
13113010,2023/3/6,21,,0,0.006,0.006,,0.041,,,,0.004,2,,SW,1.2,8.3,38.7
13113010,2023/3/6,22,,0,0.006,0.006,,0.041,,,,0.002,3,,S,1.2,8,40.6
13113010,2023/3/6,23,,0,0.005,0.005,,0.04,,,,0.005,3,,SSW,1.2,7.5,43.5
13113010,2023/3/6,24,,0,0.003,0.003,,0.042,,,,0.002,2,,ESE,1.1,7.1,45
13113010,2023/3/7,1,,-,-,-,,-,,,,0.002,1,,SW,1.5,7.1,43.4
13113010,2023/3/7,2,,0,0.003,0.003,,0.043,,,,0.002,2,,SSW,1.5,6.8,40.7
13113010,2023/3/7,3,,0,0.003,0.003,,0.043,,,,0.001,1,,ESE,1.1,6.4,43.4
13113010,2023/3/7,4,,0,0.003,0.003,,0.042,,,,0.004,3,,SW,1.3,6.4,42.8
13113010,2023/3/7,5,,0,0.003,0.003,,0.044,,,,0.005,1,,W,2,6.1,41.7
13113010,2023/3/7,6,,0,0.004,0.004,,0.043,,,,0.005,0,,WSW,1.8,5.7,41
13113010,2023/3/7,7,,0,0.006,0.006,,0.041,,,,0.002,2,,WSW,1.8,6,41.5
13113010,2023/3/7,8,,0.002,0.008,0.01,,0.039,,,,0.004,0,,W,2.2,7.1,36.4
13113010,2023/3/7,9,,0.003,0.008,0.011,,0.041,,,,0.003,4,,WSW,3.4,7.9,33.8
13113010,2023/3/7,10,,0.007,0.014,0.021,,0.04,,,,0.005,2,,W,2.6,8.9,28.6
13113010,2023/3/7,11,,0.006,0.013,0.019,,0.042,,,,0.005,3,,SSW,2.1,9.4,28.3
13113010,2023/3/7,12,,0.006,0.013,0.019,,0.042,,,,0.002,3,,SSW,2.4,9.8,30.3
13113010,2023/3/7,13,,0.007,0.014,0.021,,0.042,,,,0.007,5,,S,2,10.8,28
13113010,2023/3/7,14,,0.006,0.012,0.018,,0.044,,,,0.005,3,,SSE,1.6,10.7,29.1
13113010,2023/3/7,15,,0.006,0.014,0.02,,0.043,,,,0.007,5,,SE,1.4,10.1,27.5
13113010,2023/3/7,16,,0.005,0.014,0.019,,0.042,,,,0.004,5,,S,1.1,9.8,28.9
13113010,2023/3/7,17,,0.005,0.016,0.021,,0.041,,,,0.004,4,,SSE,1.6,8.3,29.7
13113010,2023/3/7,18,,0.004,0.016,0.02,,0.04,,,,0.007,3,,SW,1.4,7.2,32.3
13113010,2023/3/7,19,,0.005,0.016,0.021,,0.037,,,,0.006,6,,SE,1,5.8,33
13113010,2023/3/7,20,,0.002,0.011,0.013,,0.039,,,,0.008,7,,SE,1.5,5.1,34.2
13113010,2023/3/7,21,,0,0.006,0.006,,0.042,,,,0.008,8,,SE,1.3,4.7,34.6
13113010,2023/3/7,22,,0,0.006,0.006,,0.043,,,,0.006,6,,SSE,1.3,4.4,36.2
13113010,2023/3/7,23,,0,0.006,0.006,,0.044,,,,0.007,6,,S,1.6,4,36.8
13113010,2023/3/7,24,,0,0.006,0.006,,0.043,,,,0.009,6,,S,2.1,3.7,37
13113010,2023/3/8,1,,0,0.006,0.006,,0.043,,,,0.009,8,,S,1.3,3.7,38
13113010,2023/3/8,2,,0,0.005,0.005,,0.042,,,,0.01,8,,S,0.6,3.5,38.6
13113010,2023/3/8,3,,0,0.006,0.006,,0.04,,,,0.01,7,,S,0.6,3.6,40.1
13113010,2023/3/8,4,,0,0.006,0.006,,0.039,,,,0.011,8,,S,1,3.1,41.2
13113010,2023/3/8,5,,0,0.005,0.005,,0.039,,,,0.012,7,,SSE,0.7,3.1,41.8
13113010,2023/3/8,6,,0,0.005,0.005,,0.039,,,,0.013,9,,S,1.1,3.2,41.2
